114	-1	-1	-1	-1	-1	-1	-1	-1	-1	219	8	150	251	102	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	167	88	230	206	217	-1	-1	-1	-1	-1	-1	-1	-1	-1	215	249	90	59	96	225	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	207	141	131	48	-1	-1	-1	-1	-1	-1	-1	-1	-1	223	84	208	143	153	-1	-1	-1	-1	-1	-1	-1	-1	-1	199	254	226	55	237	-1	-1	-1	-1	-1	-1	-1	-1	-1	164	250	144	100	76	-1	-1	-1	-1	-1	-1	-1	-1	-1	40	27	227	148	234	-1	-1	-1	-1	-1	-1	-1	-1	-1	44	170	22	195	180	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	97	49	236
17	166	-1	-1	-1	-1	-1	-1	-1	-1	-1	46	18	34	241	209	130	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	195	31	204	135	-1	-1	-1	-1	-1	-1	-1	-1	-1	164	63	41	196	183	146	-1	-1	-1	-1	-1	-1	-1	-1	-1	158	21	23	2	187	-1	-1	-1	-1	-1	-1	-1	-1	-1	180	8	93	60	160	-1	-1	-1	-1	-1	-1	-1	-1	-1	30	222	97	223	173	-1	-1	-1	-1	-1	-1	-1	-1	-1	220	56	11	89	77	-1	-1	-1	-1	-1	-1	-1	-1	-1	35	203	62	177	16	-1	-1	-1	-1	-1	-1	-1	-1	-1	229	255	239	169	54	-1	-1	-1	-1	-1	-1	-1	-1	-1	125	106	171
32	249	98	-1	-1	-1	-1	-1	-1	-1	-1	-1	192	159	172	235	22	178	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	49	162	134	79	251	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	198	15	39	124	-1	-1	-1	-1	-1	-1	-1	-1	-1	254	216	167	24	117	-1	-1	-1	-1	-1	-1	-1	-1	-1	69	97	50	145	233	-1	-1	-1	-1	-1	-1	-1	-1	-1	118	206	0	135	164	-1	-1	-1	-1	-1	-1	-1	-1	-1	201	52	62	114	80	-1	-1	-1	-1	-1	-1	-1	-1	-1	234	53	67	247	227	-1	-1	-1	-1	-1	-1	-1	-1	-1	143	106	228	96	202	-1	-1	-1	-1	-1	-1	-1	-1	-1	75	116
14	182	127	248	-1	-1	-1	-1	-1	-1	-1	-1	-1	181	34	241	79	108	129	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	44	119	124	228	28	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	156	235	173	232	174	-1	-1	-1	-1	-1	-1	-1	-1	-1	179	238	111	29	120	-1	-1	-1	-1	-1	-1	-1	-1	-1	171	122	90	57	51	-1	-1	-1	-1	-1	-1	-1	-1	-1	116	8	96	191	32	-1	-1	-1	-1	-1	-1	-1	-1	-1	199	125	250	49	139	-1	-1	-1	-1	-1	-1	-1	-1	-1	31	71	6	3	100	-1	-1	-1	-1	-1	-1	-1	-1	-1	59	216	38	60	93	-1	-1	-1	-1	-1	-1	-1	-1	-1	66
70	207	209	14	47	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	251	54	221	164	185	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	121	227	178	195	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	119	129	35	44	76	-1	-1	-1	-1	-1	-1	-1	-1	-1	117	168	181	17	217	-1	-1	-1	-1	-1	-1	-1	-1	-1	21	166	96	106	197	-1	-1	-1	-1	-1	-1	-1	-1	-1	180	91	158	28	48	-1	-1	-1	-1	-1	-1	-1	-1	-1	116	87	12	211	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	132	143	5	154	57	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	218	92	236	184	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	131	152	208	169	55	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	201	49	46	211	182	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	253	22	212	141	215	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	172	190	1	17	128	-1	-1	-1	-1	-1	-1	-1	-1	-1	226	6	237	148	56	-1	-1	-1	-1	-1	-1	-1	-1	-1	193	117	254	91	95	-1	-1	-1	-1	-1	-1	-1	-1	-1	159	23	189	88	150	-1	-1	-1	-1	-1	-1	-1	-1	-1	213	13	146	135	202	-1	-1	-1	-1	-1	-1	-1	-1	-1	250	54	164	238	191	-1	-1	-1	-1	-1	-1	-1	-1	-1	181	221	188	47	249	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	15	13	165	181	235	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94	63	252	31	50	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	169	33	80	71	119	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	38	154	128	244	55	-1	-1	-1	-1	-1	-1	-1	-1	-1	253	35	78	173	25	-1	-1	-1	-1	-1	-1	-1	-1	-1	79	40	5	43	90	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	17	185	101	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	195	180	227	111	237	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	214	176	174	204	-1	-1	-1	-1	-1	-1	-1	-1	-1	198	243	162	53	139	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	151	213	122	255	227	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	168	197	238	46	156	140	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	152	224	175	57	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9	82	171	209	125	-1	-1	-1	-1	-1	-1	-1	-1	-1	51	110	237	123	223	-1	-1	-1	-1	-1	-1	-1	-1	-1	191	220	116	3	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	75	247	29	130	154	-1	-1	-1	-1	-1	-1	-1	-1	-1	91	120	254	242	117	-1	-1	-1	-1	-1	-1	-1	-1	-1	250	20	178	22	84	-1	-1	-1	-1	-1	-1	-1	-1	-1	235	87	167	121	243	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	0	113	109	78	92	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	19	248	9	184	207	177	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	243	89	194	237	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	37	41	77	3	79	-1	-1	-1	-1	-1	-1	-1	-1	-1	197	127	189	150	213	-1	-1	-1	-1	-1	-1	-1	-1	-1	205	5	140	6	158	-1	-1	-1	-1	-1	-1	-1	-1	-1	84	25	128	168	111	-1	-1	-1	-1	-1	-1	-1	-1	-1	110	42	107	14	68	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	231	95	241	179	-1	-1	-1	-1	-1	-1	-1	-1	-1	163	141	118	75	112	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	15	192	22	216	88	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	52	44	115	12	54	220	112	-1	-1	-1	-1	-1	-1	-1	-1	-1	56	238	245	175	116	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	25	152	249	8	173	-1	-1	-1	-1	-1	-1	-1	-1	-1	243	37	206	47	26	-1	-1	-1	-1	-1	-1	-1	-1	-1	252	79	72	53	149	-1	-1	-1	-1	-1	-1	-1	-1	-1	128	150	164	129	33	-1	-1	-1	-1	-1	-1	-1	-1	-1	209	235	136	230	31	-1	-1	-1	-1	-1	-1	-1	-1	-1	212	2	50	165	190	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	253	28	171	110	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	77	101	228	51	198	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	162	94	95	173	17	105	90	-1	-1	-1	-1	-1	-1	-1	-1	-1	167	157	30	206	128	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	239	163	0	39	87	-1	-1	-1	-1	-1	-1	-1	-1	-1	129	12	219	241	238	-1	-1	-1	-1	-1	-1	-1	-1	-1	22	48	109	103	169	-1	-1	-1	-1	-1	-1	-1	-1	-1	207	155	205	126	50	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	5	197	53	181	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	236	231	253	58	-1	-1	-1	-1	-1	-1	-1	-1	-1	201	149	97	171	38	-1	-1	-1
