254	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	190	60	168	236	98	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	189	138	92	173	172	85	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	34	149	55	82	19	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	20	90	135	21	154	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	139	8	183	157	227	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	146	45	41	111	193	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	131	246	49	165	38	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	241	230	130	242	119	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	224	80	7
30	12	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	215	19	171	207	78	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	216	122	57	117	133	220	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	13	97	7	193	221	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	63	210	205	197	154	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	46	48	162	203	41	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	114	52	67	251	140	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	74	106	37	92	183	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	195	176	173	172	213	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	58	77
85	244	72	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	218	217	206	79	91	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	169	130	163	230	87	252	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	29	157	141	210	86	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	228	132	105	15	56	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	118	183	164	185	23	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	45	38	21	124	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	188	88	179	202	175	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	251	180	-1	158	172	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	33	162
123	71	111	216	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	211	173	13	70	58	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	35	2	137	0	201	63	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	135	207	163	147	17	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	174	181	86	189	122	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	228	9	159	195	160	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	25	158	104	148	250	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	81	62	231	28	177	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	197	27	225	186	255	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	210
235	17	191	182	31	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	51	230	143	9	146	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	110	186	120	205	239	21	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	118	95	238	16	173	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	36	219	114	212	236	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	233	63	117	65	69	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	245	76	159	200	90	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	78	49	107	103	38	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	162	96	77	169	26	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	200	116	222	177	250	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	251	138	173	147	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	113	49	29	128	16	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	26	205	8	239	126	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	93	66	229	3	237	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	89	155	241	220	37	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	228	219	85	76	226	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	159	139	73	154	255	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	59	110	68	166	234	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	20	190	38	16	168	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	249	139	250	201	67	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	170	9	79	194	72	45	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	85	145	188	123	113	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	101	47	121	225	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	40	64	128	151	142	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	239	13	117	187	164	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	163	134	127	26	116	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	223	148	49	37	62	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	137	208	178	145	124	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	54	109	243	146	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	217	148	81	65	184	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	133	152	33	9	190	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	117	52	19	116	114	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	26	68	103	193	206	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	211	93	198	179	72	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	240	113	226	112	49	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	82	224	186	7	86	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	179	229	218	63	190	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	230	233	92	111	185	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	42	101	154	118	61	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	148	2	112	228	93	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	214	83	202	207	167	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87	182	186	143	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	176	54	151	204	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	116	173	134	247	56	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	188	10	74	180	175	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	65	177	34	97	228	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87	134	222	99	114	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	167	27	185	254	165	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	52	136	255	25	44	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	196	74	10	213	201	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	23	50	188	4	85	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	29	54	31	125	204	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	117	162	17	230	111	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	124	75	130	253	145	-1	-1	-1	-1	-1	-1
