155	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	88	125	128	106	167	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	130	87	223	98	189	197	205	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	21	255	1	49	46	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	40	210	119	6	209	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	13	146	218	74	229	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	163	138	139	20	150	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	211	42	18	50	226	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	104	251	222	183	126	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	188	241	35
6	0	117	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	203	8	159	156	123	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	254	158	54	105	223	128	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	40	236	46	28	92	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	106	126	180	103	52	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	65	116	175	160	77	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	246	87	1	142	88	164	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84	161	41	75	207	204	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	33	99	37	215	152	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	30	17	245
211	18	166	128	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87	25	113	208	37	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	206	120	167	139	204	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	100	188	30	44	160	162	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	64	244	215	102	199	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	52	97	200	161	50	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	231	60	184	190	236	144	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	16	67	181	232	77	137	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	140	118	136	234	7	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	39	213
129	199	131	220	121	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	88	192	64	234	201	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	65	173	245	218	80	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	239	34	18	193	158	226	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	148	170	101	13	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	82	238	119	209	176	147	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	134	167	222	183	200	253	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	215	236	67	213	235	217	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	127	17	198	5	35	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	141
241	38	146	189	159	23	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	83	15	255	123	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	72	252	24	232	133	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	113	3	171	227	87	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	59	207	177	153	245	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11	125	53	167	142	139	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	188	109	45	247	239	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	178	93	124	152	76	12	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	111	246	175	181	195	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	197	40	250	36	7	185	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	156	23	241	187	98	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	118	191	136	252	194	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	19	207	79	72	55	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	215	149	11	71	107	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	223	20	130	65	25	229	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	226	225	66	26	221	220	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	111	5	204	24	190	184	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	124	214	27	29	196	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	240	53	118	236	77	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	252	145	219	226	239	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	125	170	243	146	192	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	222	211	161	228	61	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	44	48	149	69	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	121	132	72	55	64	62	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	19	90	96	107	68	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	38	165	36	223	169	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	115	31	129	10	142	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	219	82	74	179	212	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	102	169	94	231	56	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	174	70	72	4	99	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	30	209	176	21	150	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	100	189	240	157	152	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	64	123	188	170	249	239	11	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	69	29	250	51	42	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	228	187	116	233	223	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	47	34	96	20	180	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	232	121	170	56	48	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	74	37	243	166	93	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	248	172	204	212	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	17	75	6	145	209	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	229	58	168	237	138	82	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	54	13	202	181	119	199	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	47	30	78	51	84	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	185	4	106	192	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	252	31	114	246	156	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	240	104	224	248	193	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	66	11	198	52	46	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	226	252	33	159	201	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	67	10	55	220	171	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	190	56	194	134	141	74	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	210	197	2	70	86	147	139	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	157	77	140	29	81	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	34	177	129	32	123	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84	30	27	6	178	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	249	47	90	69	176	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	213	50	4	34	133	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	182	220	29	244	122	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	83	93	104	245	180	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	117	87	235	145	82	92	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	65	18	25	24	58	169	231	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	126	204	225	76	165	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	223	54	248	136	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	135	218	148	70	156	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	112	185	151	121	159	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	163	148	83	100	65	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	115	186	111	249	44	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	156	15	205	59	172	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	190	133	25	119	14	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	253	209	213	157	41	207	240	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	85	19	198	150	201	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	114	98	143	16	130	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9	60	204	104	128	-1	-1	-1
